Source;Target;Weight
r_809;minecraft:black_bed;1
minecraft:ink_sac;r_810;-1
minecraft:red_bed;r_810;-1
r_810;minecraft:black_bed;1
minecraft:lapis_lazuli;r_811;-1
minecraft:white_bed;r_811;-1
r_811;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_812;-1
minecraft:orange_bed;r_812;-1
r_812;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_813;-1
minecraft:magenta_bed;r_813;-1
r_813;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_814;-1
minecraft:light_blue_bed;r_814;-1
r_814;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_815;-1
minecraft:yellow_bed;r_815;-1
r_815;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_816;-1
minecraft:lime_bed;r_816;-1
r_816;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_817;-1
minecraft:pink_bed;r_817;-1
r_817;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_818;-1
minecraft:gray_bed;r_818;-1
r_818;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_819;-1
minecraft:light_gray_bed;r_819;-1
r_819;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_820;-1
minecraft:cyan_bed;r_820;-1
r_820;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_821;-1
minecraft:purple_bed;r_821;-1
r_821;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_822;-1
minecraft:brown_bed;r_822;-1
r_822;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_823;-1
minecraft:green_bed;r_823;-1
r_823;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_824;-1
minecraft:red_bed;r_824;-1
r_824;minecraft:blue_bed;1
minecraft:lapis_lazuli;r_825;-1
minecraft:black_bed;r_825;-1
r_825;minecraft:blue_bed;1
minecraft:white_wool;r_826;-2
r_826;minecraft:white_carpet;3
minecraft:orange_wool;r_827;-2
r_827;minecraft:orange_carpet;3
minecraft:magenta_wool;r_828;-2
r_828;minecraft:magenta_carpet;3
minecraft:light_blue_wool;r_829;-2
r_829;minecraft:light_blue_carpet;3
minecraft:yellow_wool;r_830;-2
r_830;minecraft:yellow_carpet;3
minecraft:lime_wool;r_831;-2
r_831;minecraft:lime_carpet;3
minecraft:pink_wool;r_832;-2
r_832;minecraft:pink_carpet;3
minecraft:gray_wool;r_833;-2
r_833;minecraft:gray_carpet;3
minecraft:silver_wool;r_834;-2
r_834;minecraft:light_gray_carpet;3
minecraft:cyan_wool;r_835;-2
r_835;minecraft:cyan_carpet;3
minecraft:purple_wool;r_836;-2
r_836;minecraft:purple_carpet;3
minecraft:blue_wool;r_837;-2
r_837;minecraft:blue_carpet;3
minecraft:brown_wool;r_838;-2
r_838;minecraft:brown_carpet;3
minecraft:green_wool;r_839;-2
r_839;minecraft:green_carpet;3
minecraft:red_wool;r_840;-2
r_840;minecraft:red_carpet;3
minecraft:black_wool;r_841;-2
r_841;minecraft:black_carpet;3
minecraft:orange_carpet;r_842;-1
minecraft:bleach;r_842;-1
r_842;minecraft:white_carpet;1
minecraft:magenta_carpet;r_843;-1
minecraft:bleach;r_843;-1
r_843;minecraft:white_carpet;1
minecraft:light_blue_carpet;r_844;-1
minecraft:bleach;r_844;-1
r_844;minecraft:white_carpet;1
minecraft:yellow_carpet;r_845;-1
minecraft:bleach;r_845;-1
r_845;minecraft:white_carpet;1
minecraft:lime_carpet;r_846;-1
minecraft:bleach;r_846;-1
r_846;minecraft:white_carpet;1
minecraft:pink_carpet;r_847;-1
minecraft:bleach;r_847;-1
r_847;minecraft:white_carpet;1
minecraft:gray_carpet;r_848;-1
minecraft:bleach;r_848;-1
r_848;minecraft:white_carpet;1
minecraft:light_gray_carpet;r_849;-1
minecraft:bleach;r_849;-1
r_849;minecraft:white_carpet;1
minecraft:cyan_carpet;r_850;-1
minecraft:bleach;r_850;-1
r_850;minecraft:white_carpet;1
minecraft:purple_carpet;r_851;-1
minecraft:bleach;r_851;-1
r_851;minecraft:white_carpet;1
minecraft:blue_carpet;r_852;-1
minecraft:bleach;r_852;-1
r_852;minecraft:white_carpet;1
minecraft:brown_carpet;r_853;-1
minecraft:bleach;r_853;-1
r_853;minecraft:white_carpet;1
minecraft:green_carpet;r_854;-1
minecraft:bleach;r_854;-1
r_854;minecraft:white_carpet;1
minecraft:red_carpet;r_855;-1
minecraft:bleach;r_855;-1
r_855;minecraft:white_carpet;1
minecraft:black_carpet;r_856;-1
minecraft:bleach;r_856;-1
r_856;minecraft:white_carpet;1
minecraft:white_carpet;r_857;-8
minecraft:cocoa_beans;r_857;-1
r_857;minecraft:brown_carpet;1
minecraft:white_carpet;r_858;-8
minecraft:ink_sac;r_858;-1
r_858;minecraft:black_carpet;1
minecraft:white_carpet;r_859;-8
minecraft:lapis_lazuli;r_859;-1
r_859;minecraft:blue_carpet;1
minecraft:white_wool;r_860;-6
minecraft:stick;r_860;-1
r_860;minecraft:white_banner;1
minecraft:orange_wool;r_861;-6
minecraft:stick;r_861;-1
r_861;minecraft:orange_banner;1
minecraft:magenta_wool;r_862;-6
minecraft:stick;r_862;-1
r_862;minecraft:magenta_banner;1
minecraft:light_blue_wool;r_863;-6
minecraft:stick;r_863;-1
r_863;minecraft:light_blue_banner;1
minecraft:yellow_wool;r_864;-6
minecraft:stick;r_864;-1
r_864;minecraft:yellow_banner;1
minecraft:lime_wool;r_865;-6
minecraft:stick;r_865;-1
r_865;minecraft:lime_banner;1
minecraft:pink_wool;r_866;-6
minecraft:stick;r_866;-1
r_866;minecraft:pink_banner;1
minecraft:gray_wool;r_867;-6
minecraft:stick;r_867;-1
r_867;minecraft:gray_banner;1
minecraft:silver_wool;r_868;-6
minecraft:stick;r_868;-1
r_868;minecraft:light_gray_banner;1
minecraft:cyan_wool;r_869;-6
minecraft:stick;r_869;-1
r_869;minecraft:cyan_banner;1
minecraft:purple_wool;r_870;-6
minecraft:stick;r_870;-1
r_870;minecraft:purple_banner;1
minecraft:blue_wool;r_871;-6
minecraft:stick;r_871;-1
r_871;minecraft:blue_banner;1
minecraft:brown_wool;r_872;-6
minecraft:stick;r_872;-1
r_872;minecraft:brown_banner;1
minecraft:green_wool;r_873;-6
minecraft:stick;r_873;-1
r_873;minecraft:green_banner;1
minecraft:red_wool;r_874;-6
minecraft:stick;r_874;-1
r_874;minecraft:red_banner;1
minecraft:black_wool;r_875;-6
minecraft:stick;r_875;-1
r_875;minecraft:black_banner;1
minecraft:black_banner;r_876;-1
minecraft:bleach;r_876;-1
r_876;minecraft:white_banner;1
minecraft:red_banner;r_877;-1
minecraft:bleach;r_877;-1
r_877;minecraft:white_banner;1
minecraft:green_banner;r_878;-1
minecraft:bleach;r_878;-1
r_878;minecraft:white_banner;1
minecraft:brown_banner;r_879;-1
minecraft:bleach;r_879;-1
r_879;minecraft:white_banner;1
minecraft:blue_banner;r_880;-1
minecraft:bleach;r_880;-1
r_880;minecraft:white_banner;1
minecraft:purple_banner;r_881;-1
minecraft:bleach;r_881;-1
r_881;minecraft:white_banner;1
minecraft:cyan_banner;r_882;-1
minecraft:bleach;r_882;-1
r_882;minecraft:white_banner;1
minecraft:light_gray_banner;r_883;-1
minecraft:bleach;r_883;-1
r_883;minecraft:white_banner;1
minecraft:gray_banner;r_884;-1
minecraft:bleach;r_884;-1
r_884;minecraft:white_banner;1
minecraft:pink_banner;r_885;-1
minecraft:bleach;r_885;-1
r_885;minecraft:white_banner;1
minecraft:lime_banner;r_886;-1
minecraft:bleach;r_886;-1
r_886;minecraft:white_banner;1
minecraft:yellow_banner;r_887;-1
minecraft:bleach;r_887;-1
r_887;minecraft:white_banner;1
minecraft:light_blue_banner;r_888;-1
minecraft:bleach;r_888;-1
r_888;minecraft:white_banner;1
minecraft:magenta_banner;r_889;-1
minecraft:bleach;r_889;-1
r_889;minecraft:white_banner;1
minecraft:orange_banner;r_890;-1
minecraft:bleach;r_890;-1
r_890;minecraft:white_banner;1
minecraft:slime_ball;r_891;-9
r_891;minecraft:slime_block;1
minecraft:torch;r_892;-1
minecraft:element_12;r_892;-1
r_892;minecraft:underwater_torch;1
minecraft:torch;r_893;-1
minecraft:ceriumchloride;r_893;-1
r_893;minecraft:blue_torch;1
minecraft:torch;r_894;-1
minecraft:mercuricchloride;r_894;-1
r_894;minecraft:red_torch;1
minecraft:torch;r_895;-1
minecraft:potassiumchloride;r_895;-1
r_895;minecraft:purple_torch;1
minecraft:torch;r_896;-1
minecraft:tungstenchloride;r_896;-1
r_896;minecraft:green_torch;1
minecraft:stripped_spruce_log;r_897;-3
minecraft:coal;r_897;-1
minecraft:stick;r_897;-3
r_897;minecraft:campfire;1
minecraft:stripped_birch_log;r_898;-3
minecraft:coal;r_898;-1
minecraft:stick;r_898;-3
r_898;minecraft:campfire;1
minecraft:stripped_jungle_log;r_899;-3
minecraft:coal;r_899;-1
minecraft:stick;r_899;-3
r_899;minecraft:campfire;1
minecraft:stripped_acacia_log;r_900;-3
minecraft:coal;r_900;-1
minecraft:stick;r_900;-3
r_900;minecraft:campfire;1
minecraft:stripped_dark_oak_log;r_901;-3
minecraft:coal;r_901;-1
minecraft:stick;r_901;-3
r_901;minecraft:campfire;1
minecraft:stripped_oak_log;r_902;-3
minecraft:coal;r_902;-1
minecraft:stick;r_902;-3
r_902;minecraft:campfire;1
minecraft:crimson_stem;r_903;-3
minecraft:coal;r_903;-1
minecraft:stick;r_903;-3
r_903;minecraft:campfire;1
minecraft:warped_stem;r_904;-3
minecraft:coal;r_904;-1
minecraft:stick;r_904;-3
r_904;minecraft:campfire;1
minecraft:stripped_crimson_stem;r_905;-3
minecraft:coal;r_905;-1
minecraft:stick;r_905;-3
r_905;minecraft:campfire;1
minecraft:stripped_warped_stem;r_906;-3
minecraft:coal;r_906;-1
minecraft:stick;r_906;-3
r_906;minecraft:campfire;1
minecraft:oak_log;r_907;-3
minecraft:coal;r_907;-1
minecraft:stick;r_907;-3
r_907;minecraft:campfire;1
minecraft:spruce_log;r_908;-3
minecraft:coal;r_908;-1
minecraft:stick;r_908;-3
r_908;minecraft:campfire;1
minecraft:birch_log;r_909;-3
minecraft:coal;r_909;-1
minecraft:stick;r_909;-3
r_909;minecraft:campfire;1
minecraft:jungle_log;r_910;-3
minecraft:coal;r_910;-1
minecraft:stick;r_910;-3
r_910;minecraft:campfire;1
minecraft:acacia_log;r_911;-3
minecraft:coal;r_911;-1
minecraft:stick;r_911;-3
r_911;minecraft:campfire;1
minecraft:dark_oak_log;r_912;-3
minecraft:coal;r_912;-1
minecraft:stick;r_912;-3
r_912;minecraft:campfire;1
minecraft:oak_wood;r_913;-3
minecraft:coal;r_913;-1
minecraft:stick;r_913;-3
r_913;minecraft:campfire;1
minecraft:spruce_wood;r_914;-3
minecraft:coal;r_914;-1
minecraft:stick;r_914;-3
r_914;minecraft:campfire;1
minecraft:birch_wood;r_915;-3
minecraft:coal;r_915;-1
minecraft:stick;r_915;-3
r_915;minecraft:campfire;1
minecraft:jungle_wood;r_916;-3
minecraft:coal;r_916;-1
minecraft:stick;r_916;-3
r_916;minecraft:campfire;1
minecraft:acacia_wood;r_917;-3
minecraft:coal;r_917;-1
minecraft:stick;r_917;-3
r_917;minecraft:campfire;1
minecraft:dark_oak_wood;r_918;-3
minecraft:coal;r_918;-1
minecraft:stick;r_918;-3
r_918;minecraft:campfire;1
minecraft:stripped_oak_wood;r_919;-3
minecraft:coal;r_919;-1
minecraft:stick;r_919;-3
r_919;minecraft:campfire;1
minecraft:stripped_spruce_wood;r_920;-3
minecraft:coal;r_920;-1
minecraft:stick;r_920;-3
r_920;minecraft:campfire;1
minecraft:stripped_birch_wood;r_921;-3
minecraft:coal;r_921;-1
minecraft:stick;r_921;-3
r_921;minecraft:campfire;1
minecraft:stripped_jungle_wood;r_922;-3
minecraft:coal;r_922;-1
minecraft:stick;r_922;-3
r_922;minecraft:campfire;1
minecraft:stripped_acacia_wood;r_923;-3
minecraft:coal;r_923;-1
minecraft:stick;r_923;-3
r_923;minecraft:campfire;1
minecraft:stripped_dark_oak_wood;r_924;-3
minecraft:coal;r_924;-1
minecraft:stick;r_924;-3
r_924;minecraft:campfire;1
minecraft:warped_hyphae;r_925;-3
minecraft:coal;r_925;-1
minecraft:stick;r_925;-3
r_925;minecraft:campfire;1
minecraft:crimson_hyphae;r_926;-3
minecraft:coal;r_926;-1
minecraft:stick;r_926;-3
r_926;minecraft:campfire;1
minecraft:stripped_crimson_hyphae;r_927;-3
minecraft:coal;r_927;-1
minecraft:stick;r_927;-3
r_927;minecraft:campfire;1
minecraft:stripped_warped_hyphae;r_928;-3
minecraft:coal;r_928;-1
minecraft:stick;r_928;-3
r_928;minecraft:campfire;1
minecraft:stripped_spruce_log;r_929;-3
minecraft:charcoal;r_929;-1
minecraft:stick;r_929;-3
r_929;minecraft:campfire;1
minecraft:stripped_birch_log;r_930;-3
minecraft:charcoal;r_930;-1
minecraft:stick;r_930;-3
r_930;minecraft:campfire;1
minecraft:stripped_jungle_log;r_931;-3
minecraft:charcoal;r_931;-1
minecraft:stick;r_931;-3
r_931;minecraft:campfire;1
minecraft:stripped_acacia_log;r_932;-3
minecraft:charcoal;r_932;-1
minecraft:stick;r_932;-3
r_932;minecraft:campfire;1
minecraft:stripped_dark_oak_log;r_933;-3
minecraft:charcoal;r_933;-1
minecraft:stick;r_933;-3
r_933;minecraft:campfire;1
minecraft:stripped_oak_log;r_934;-3
minecraft:charcoal;r_934;-1
minecraft:stick;r_934;-3
r_934;minecraft:campfire;1
minecraft:crimson_stem;r_935;-3
minecraft:charcoal;r_935;-1
minecraft:stick;r_935;-3
r_935;minecraft:campfire;1
minecraft:warped_stem;r_936;-3
minecraft:charcoal;r_936;-1
minecraft:stick;r_936;-3
r_936;minecraft:campfire;1
minecraft:stripped_crimson_stem;r_937;-3
minecraft:charcoal;r_937;-1
minecraft:stick;r_937;-3
r_937;minecraft:campfire;1
minecraft:stripped_warped_stem;r_938;-3
minecraft:charcoal;r_938;-1
minecraft:stick;r_938;-3
r_938;minecraft:campfire;1
minecraft:oak_log;r_939;-3
minecraft:charcoal;r_939;-1
minecraft:stick;r_939;-3
r_939;minecraft:campfire;1
minecraft:spruce_log;r_940;-3
minecraft:charcoal;r_940;-1
minecraft:stick;r_940;-3
r_940;minecraft:campfire;1
minecraft:birch_log;r_941;-3
minecraft:charcoal;r_941;-1
minecraft:stick;r_941;-3
r_941;minecraft:campfire;1
minecraft:jungle_log;r_942;-3
minecraft:charcoal;r_942;-1
minecraft:stick;r_942;-3
r_942;minecraft:campfire;1
minecraft:acacia_log;r_943;-3
minecraft:charcoal;r_943;-1
minecraft:stick;r_943;-3
r_943;minecraft:campfire;1
minecraft:dark_oak_log;r_944;-3
minecraft:charcoal;r_944;-1
minecraft:stick;r_944;-3
r_944;minecraft:campfire;1
minecraft:oak_wood;r_945;-3
minecraft:charcoal;r_945;-1
minecraft:stick;r_945;-3
r_945;minecraft:campfire;1
minecraft:spruce_wood;r_946;-3
minecraft:charcoal;r_946;-1
minecraft:stick;r_946;-3
r_946;minecraft:campfire;1
minecraft:birch_wood;r_947;-3
minecraft:charcoal;r_947;-1
minecraft:stick;r_947;-3
r_947;minecraft:campfire;1
minecraft:jungle_wood;r_948;-3
minecraft:charcoal;r_948;-1
minecraft:stick;r_948;-3
r_948;minecraft:campfire;1
minecraft:acacia_wood;r_949;-3
minecraft:charcoal;r_949;-1
minecraft:stick;r_949;-3
r_949;minecraft:campfire;1
minecraft:dark_oak_wood;r_950;-3
minecraft:charcoal;r_950;-1
minecraft:stick;r_950;-3
r_950;minecraft:campfire;1
minecraft:stripped_oak_wood;r_951;-3
minecraft:charcoal;r_951;-1
minecraft:stick;r_951;-3
r_951;minecraft:campfire;1
minecraft:stripped_spruce_wood;r_952;-3
minecraft:charcoal;r_952;-1
minecraft:stick;r_952;-3
r_952;minecraft:campfire;1
minecraft:stripped_birch_wood;r_953;-3
minecraft:charcoal;r_953;-1
minecraft:stick;r_953;-3
r_953;minecraft:campfire;1
minecraft:stripped_jungle_wood;r_954;-3
minecraft:charcoal;r_954;-1
minecraft:stick;r_954;-3
r_954;minecraft:campfire;1
minecraft:stripped_acacia_wood;r_955;-3
minecraft:charcoal;r_955;-1
minecraft:stick;r_955;-3
r_955;minecraft:campfire;1
minecraft:stripped_dark_oak_wood;r_956;-3
minecraft:charcoal;r_956;-1
minecraft:stick;r_956;-3
r_956;minecraft:campfire;1
minecraft:warped_hyphae;r_957;-3
minecraft:charcoal;r_957;-1
minecraft:stick;r_957;-3
r_957;minecraft:campfire;1
minecraft:crimson_hyphae;r_958;-3
minecraft:charcoal;r_958;-1
minecraft:stick;r_958;-3
r_958;minecraft:campfire;1
minecraft:stripped_crimson_hyphae;r_959;-3
minecraft:charcoal;r_959;-1
minecraft:stick;r_959;-3
r_959;minecraft:campfire;1
minecraft:stripped_warped_hyphae;r_960;-3
minecraft:charcoal;r_960;-1
minecraft:stick;r_960;-3
r_960;minecraft:campfire;1
minecraft:soul_sand;r_961;-1
minecraft:stripped_spruce_log;r_961;-3
minecraft:stick;r_961;-3
r_961;minecraft:soul_campfire;1
minecraft:soul_sand;r_962;-1
minecraft:stripped_birch_log;r_962;-3
minecraft:stick;r_962;-3
r_962;minecraft:soul_campfire;1
minecraft:soul_sand;r_963;-1
minecraft:stripped_jungle_log;r_963;-3
minecraft:stick;r_963;-3
r_963;minecraft:soul_campfire;1
minecraft:soul_sand;r_964;-1
minecraft:stripped_acacia_log;r_964;-3
minecraft:stick;r_964;-3
r_964;minecraft:soul_campfire;1
minecraft:soul_sand;r_965;-1
minecraft:stripped_dark_oak_log;r_965;-3
minecraft:stick;r_965;-3
r_965;minecraft:soul_campfire;1
minecraft:soul_sand;r_966;-1
minecraft:stripped_oak_log;r_966;-3
minecraft:stick;r_966;-3
r_966;minecraft:soul_campfire;1
minecraft:soul_sand;r_967;-1
minecraft:crimson_stem;r_967;-3
minecraft:stick;r_967;-3
r_967;minecraft:soul_campfire;1
minecraft:soul_sand;r_968;-1
minecraft:warped_stem;r_968;-3
minecraft:stick;r_968;-3
r_968;minecraft:soul_campfire;1
minecraft:soul_sand;r_969;-1
minecraft:stripped_crimson_stem;r_969;-3
minecraft:stick;r_969;-3
r_969;minecraft:soul_campfire;1
minecraft:soul_sand;r_970;-1
minecraft:stripped_warped_stem;r_970;-3
minecraft:stick;r_970;-3
r_970;minecraft:soul_campfire;1
minecraft:oak_log;r_971;-3
minecraft:soul_sand;r_971;-1
minecraft:stick;r_971;-3
r_971;minecraft:soul_campfire;1
minecraft:spruce_log;r_972;-3
minecraft:soul_sand;r_972;-1
minecraft:stick;r_972;-3
r_972;minecraft:soul_campfire;1
minecraft:birch_log;r_973;-3
minecraft:soul_sand;r_973;-1
minecraft:stick;r_973;-3
r_973;minecraft:soul_campfire;1
minecraft:jungle_log;r_974;-3
minecraft:soul_sand;r_974;-1
minecraft:stick;r_974;-3
r_974;minecraft:soul_campfire;1
minecraft:soul_sand;r_975;-1
minecraft:acacia_log;r_975;-3
minecraft:stick;r_975;-3
r_975;minecraft:soul_campfire;1
minecraft:soul_sand;r_976;-1
minecraft:dark_oak_log;r_976;-3
minecraft:stick;r_976;-3
r_976;minecraft:soul_campfire;1
minecraft:soul_sand;r_977;-1
minecraft:oak_wood;r_977;-3
minecraft:stick;r_977;-3
r_977;minecraft:soul_campfire;1
minecraft:soul_sand;r_978;-1
minecraft:spruce_wood;r_978;-3
minecraft:stick;r_978;-3
r_978;minecraft:soul_campfire;1
minecraft:soul_sand;r_979;-1
minecraft:birch_wood;r_979;-3
minecraft:stick;r_979;-3
r_979;minecraft:soul_campfire;1
minecraft:soul_sand;r_980;-1
minecraft:jungle_wood;r_980;-3
minecraft:stick;r_980;-3
r_980;minecraft:soul_campfire;1
minecraft:soul_sand;r_981;-1
minecraft:acacia_wood;r_981;-3
minecraft:stick;r_981;-3
r_981;minecraft:soul_campfire;1
minecraft:soul_sand;r_982;-1
minecraft:dark_oak_wood;r_982;-3
minecraft:stick;r_982;-3
r_982;minecraft:soul_campfire;1
minecraft:soul_sand;r_983;-1
minecraft:stripped_oak_wood;r_983;-3
minecraft:stick;r_983;-3
r_983;minecraft:soul_campfire;1
minecraft:soul_sand;r_984;-1
minecraft:stripped_spruce_wood;r_984;-3
minecraft:stick;r_984;-3
r_984;minecraft:soul_campfire;1
minecraft:soul_sand;r_985;-1
minecraft:stripped_birch_wood;r_985;-3
minecraft:stick;r_985;-3
r_985;minecraft:soul_campfire;1
minecraft:soul_sand;r_986;-1
minecraft:stripped_jungle_wood;r_986;-3
minecraft:stick;r_986;-3
r_986;minecraft:soul_campfire;1
minecraft:soul_sand;r_987;-1
minecraft:stripped_acacia_wood;r_987;-3
minecraft:stick;r_987;-3
r_987;minecraft:soul_campfire;1
minecraft:soul_sand;r_988;-1
minecraft:stripped_dark_oak_wood;r_988;-3
minecraft:stick;r_988;-3
r_988;minecraft:soul_campfire;1
minecraft:soul_sand;r_989;-1
minecraft:warped_hyphae;r_989;-3
minecraft:stick;r_989;-3
r_989;minecraft:soul_campfire;1
minecraft:soul_sand;r_990;-1
minecraft:crimson_hyphae;r_990;-3
minecraft:stick;r_990;-3
r_990;minecraft:soul_campfire;1
minecraft:soul_sand;r_991;-1
minecraft:stripped_crimson_hyphae;r_991;-3
minecraft:stick;r_991;-3
r_991;minecraft:soul_campfire;1
minecraft:soul_sand;r_992;-1
minecraft:stripped_warped_hyphae;r_992;-3
minecraft:stick;r_992;-3
r_992;minecraft:soul_campfire;1
minecraft:stripped_spruce_log;r_993;-3
minecraft:soul_soil;r_993;-1
minecraft:stick;r_993;-3
r_993;minecraft:soul_campfire;1
minecraft:stripped_birch_log;r_994;-3
minecraft:soul_soil;r_994;-1
minecraft:stick;r_994;-3
r_994;minecraft:soul_campfire;1
minecraft:stripped_jungle_log;r_995;-3
minecraft:soul_soil;r_995;-1
minecraft:stick;r_995;-3
r_995;minecraft:soul_campfire;1
minecraft:stripped_acacia_log;r_996;-3
minecraft:soul_soil;r_996;-1
minecraft:stick;r_996;-3
r_996;minecraft:soul_campfire;1
minecraft:stripped_dark_oak_log;r_997;-3
minecraft:soul_soil;r_997;-1
minecraft:stick;r_997;-3
r_997;minecraft:soul_campfire;1
minecraft:stripped_oak_log;r_998;-3
minecraft:soul_soil;r_998;-1
minecraft:stick;r_998;-3
r_998;minecraft:soul_campfire;1
minecraft:crimson_stem;r_999;-3
minecraft:soul_soil;r_999;-1
minecraft:stick;r_999;-3
r_999;minecraft:soul_campfire;1
minecraft:warped_stem;r_1000;-3
minecraft:soul_soil;r_1000;-1
minecraft:stick;r_1000;-3
r_1000;minecraft:soul_campfire;1
minecraft:soul_soil;r_1001;-1
minecraft:stripped_crimson_stem;r_1001;-3
minecraft:stick;r_1001;-3
r_1001;minecraft:soul_campfire;1
minecraft:soul_soil;r_1002;-1
minecraft:stripped_warped_stem;r_1002;-3
minecraft:stick;r_1002;-3
r_1002;minecraft:soul_campfire;1
minecraft:oak_log;r_1003;-3
minecraft:soul_soil;r_1003;-1
minecraft:stick;r_1003;-3
r_1003;minecraft:soul_campfire;1
minecraft:spruce_log;r_1004;-3
minecraft:soul_soil;r_1004;-1
minecraft:stick;r_1004;-3
r_1004;minecraft:soul_campfire;1
minecraft:birch_log;r_1005;-3
minecraft:soul_soil;r_1005;-1
minecraft:stick;r_1005;-3
r_1005;minecraft:soul_campfire;1
minecraft:jungle_log;r_1006;-3
minecraft:soul_soil;r_1006;-1
minecraft:stick;r_1006;-3
r_1006;minecraft:soul_campfire;1
minecraft:acacia_log;r_1007;-3
minecraft:soul_soil;r_1007;-1
minecraft:stick;r_1007;-3
r_1007;minecraft:soul_campfire;1
minecraft:dark_oak_log;r_1008;-3
minecraft:soul_soil;r_1008;-1
minecraft:stick;r_1008;-3
r_1008;minecraft:soul_campfire;1
minecraft:oak_wood;r_1009;-3
minecraft:soul_soil;r_1009;-1
minecraft:stick;r_1009;-3
r_1009;minecraft:soul_campfire;1
minecraft:spruce_wood;r_1010;-3
minecraft:soul_soil;r_1010;-1
minecraft:stick;r_1010;-3
r_1010;minecraft:soul_campfire;1
minecraft:birch_wood;r_1011;-3
minecraft:soul_soil;r_1011;-1
minecraft:stick;r_1011;-3
r_1011;minecraft:soul_campfire;1
minecraft:jungle_wood;r_1012;-3
minecraft:soul_soil;r_1012;-1
minecraft:stick;r_1012;-3
r_1012;minecraft:soul_campfire;1
minecraft:acacia_wood;r_1013;-3
minecraft:soul_soil;r_1013;-1
minecraft:stick;r_1013;-3
r_1013;minecraft:soul_campfire;1
minecraft:dark_oak_wood;r_1014;-3
minecraft:soul_soil;r_1014;-1
minecraft:stick;r_1014;-3
r_1014;minecraft:soul_campfire;1
minecraft:stripped_oak_wood;r_1015;-3
minecraft:soul_soil;r_1015;-1
minecraft:stick;r_1015;-3
r_1015;minecraft:soul_campfire;1
minecraft:stripped_spruce_wood;r_1016;-3
